date,hr_of_day,vals
7/31/2014,3,406
7/31/2014,4,612
7/31/2014,5,900
7/31/2014,6,1063
7/31/2014,7,1043
7/31/2014,8,1082
7/31/2014,9,1176
7/31/2014,10,1239
7/31/2014,11,1020
7/31/2014,12,1040
7/31/2014,13,1009
7/31/2014,14,1050
7/31/2014,15,1171
7/31/2014,16,1155
7/31/2014,17,1125
7/31/2014,18,899
7/31/2014,19,502
7/31/2014,20,268
7/31/2014,21,100
7/31/2014,22,53
7/31/2014,23,52
8/1/2014,0,86
8/1/2014,1,132
8/1/2014,2,256
8/1/2014,3,393
8/1/2014,4,649
8/1/2014,5,877
8/1/2014,6,1037
8/1/2014,7,1027
8/1/2014,8,984
8/1/2014,9,1057
8/1/2014,10,1023
8/1/2014,11,1058
8/1/2014,12,936
8/1/2014,13,871
8/1/2014,14,903
8/1/2014,15,924
8/1/2014,16,1053
8/1/2014,17,1056
8/1/2014,18,854
8/1/2014,19,533
8/1/2014,20,329
8/1/2014,21,199
8/1/2014,22,118
8/1/2014,23,95
8/2/2014,0,82
8/2/2014,1,191
8/2/2014,2,371
8/2/2014,3,534
8/2/2014,4,784
8/2/2014,5,1107
8/2/2014,6,1356
8/2/2014,7,1355
8/2/2014,8,1372
8/2/2014,9,1315
8/2/2014,10,1310
8/2/2014,11,1261
8/2/2014,12,1308
8/2/2014,13,1177
8/2/2014,14,1152
8/2/2014,15,1164
8/2/2014,16,1227
8/2/2014,17,1214
8/2/2014,18,1040
8/2/2014,19,634
8/2/2014,20,325
8/2/2014,21,177
8/2/2014,22,81
8/2/2014,23,85
8/3/2014,0,70
8/3/2014,1,137
8/3/2014,2,243
8/3/2014,3,422
8/3/2014,4,749
8/3/2014,5,1002
8/3/2014,6,1188
8/3/2014,7,1274
8/3/2014,8,1163
8/3/2014,9,1135
8/3/2014,10,1074
8/3/2014,11,1047
8/3/2014,12,1094
8/3/2014,13,1176
8/3/2014,14,1202
8/3/2014,15,1096
8/3/2014,16,1108
8/3/2014,17,1061
8/3/2014,18,938
8/3/2014,19,526
8/3/2014,20,254
8/3/2014,21,125
8/3/2014,22,73
8/3/2014,23,41
8/4/2014,0,64
8/4/2014,1,186
8/4/2014,2,263
8/4/2014,3,432
8/4/2014,4,678
8/4/2014,5,982
8/4/2014,6,1276
8/4/2014,7,1297
8/4/2014,8,1218
8/4/2014,9,1338
8/4/2014,10,1321
8/4/2014,11,1224
8/4/2014,12,1211
8/4/2014,13,1130
8/4/2014,14,1054
8/4/2014,15,1299
8/4/2014,16,1326
8/4/2014,17,1313
8/4/2014,18,1039
8/4/2014,19,583
8/4/2014,20,315
8/4/2014,21,156
8/4/2014,22,79
8/4/2014,23,79
8/5/2014,0,75
8/5/2014,1,164
8/5/2014,2,292
8/5/2014,3,486
8/5/2014,4,787
8/5/2014,5,1102
8/5/2014,6,1315
8/5/2014,7,1274
8/5/2014,8,1268
8/5/2014,9,1406
8/5/2014,10,1416
8/5/2014,11,1426
8/5/2014,12,1281
8/5/2014,13,1197
8/5/2014,14,1221
8/5/2014,15,1244
8/5/2014,16,1312
8/5/2014,17,1367
8/5/2014,18,1021
8/5/2014,19,585
8/5/2014,20,260
8/5/2014,21,151
8/5/2014,22,86
8/5/2014,23,54
8/6/2014,0,82
8/6/2014,1,202
8/6/2014,2,347
8/6/2014,3,490
8/6/2014,4,713
8/6/2014,5,1017
8/6/2014,6,1211
8/6/2014,7,1252
8/6/2014,8,1196
8/6/2014,9,1296
8/6/2014,10,1271
8/6/2014,11,1281
8/6/2014,12,1174
8/6/2014,13,1206
8/6/2014,14,1169
8/6/2014,15,1259
8/6/2014,16,1238
8/6/2014,17,1230
8/6/2014,18,854
8/6/2014,19,545
8/6/2014,20,274
8/6/2014,21,128
8/6/2014,22,87
8/6/2014,23,58
8/7/2014,0,83
8/7/2014,1,168
8/7/2014,2,282
8/7/2014,3,508
8/7/2014,4,739
8/7/2014,5,941
8/7/2014,6,1172
8/7/2014,7,1215
8/7/2014,8,1185
8/7/2014,9,1177
8/7/2014,10,1207
8/7/2014,11,1140
8/7/2014,12,1018
8/7/2014,13,1119
8/7/2014,14,974
8/7/2014,15,1102
8/7/2014,16,1083
8/7/2014,17,1083
8/7/2014,18,766
8/7/2014,19,446
8/7/2014,20,261
8/7/2014,21,132
8/7/2014,22,73
8/7/2014,23,62
8/8/2014,0,71
8/8/2014,1,147
8/8/2014,2,303
8/8/2014,3,467
8/8/2014,4,695
8/8/2014,5,838
8/8/2014,6,1114
8/8/2014,7,1089
8/8/2014,8,961
8/8/2014,9,1169
8/8/2014,10,1181
8/8/2014,11,1120
8/8/2014,12,1103
8/8/2014,13,1069
8/8/2014,14,954
8/8/2014,15,1074
8/8/2014,16,1069
8/8/2014,17,1069
8/8/2014,18,830
8/8/2014,19,392
8/8/2014,20,243
8/8/2014,21,131
8/8/2014,22,68
8/8/2014,23,43
8/9/2014,0,64
8/9/2014,1,138
8/9/2014,2,258
8/9/2014,3,412
8/9/2014,4,587
8/9/2014,5,905
8/9/2014,6,1134
8/9/2014,7,1259
8/9/2014,8,1055
8/9/2014,9,956
8/9/2014,10,1082
8/9/2014,11,956
8/9/2014,12,931
8/9/2014,13,857
8/9/2014,14,905
8/9/2014,15,909
8/9/2014,16,1023
8/9/2014,17,931
8/9/2014,18,659
8/9/2014,19,411
8/9/2014,20,224
8/9/2014,21,113
8/9/2014,22,71
8/9/2014,23,46
8/10/2014,0,53
8/10/2014,1,120
8/10/2014,2,221
8/10/2014,3,413
8/10/2014,4,553
8/10/2014,5,768
8/10/2014,6,956
8/10/2014,7,1015
8/10/2014,8,863
8/10/2014,9,775
8/10/2014,10,848
8/10/2014,11,870
8/10/2014,12,841
8/10/2014,13,894
8/10/2014,14,1009
8/10/2014,15,1026
8/10/2014,16,1046
8/10/2014,17,946
8/10/2014,18,731
8/10/2014,19,388
8/10/2014,20,186
8/10/2014,21,84
8/10/2014,22,46
8/10/2014,23,33
8/11/2014,0,50
8/11/2014,1,112
8/11/2014,2,194
8/11/2014,3,363
8/11/2014,4,619
8/11/2014,5,924
8/11/2014,6,1080
8/11/2014,7,1064
8/11/2014,8,1011
8/11/2014,9,1115
8/11/2014,10,1112
8/11/2014,11,1201
8/11/2014,12,1174
8/11/2014,13,1003
8/11/2014,14,1037
8/11/2014,15,1093
8/11/2014,16,1150
8/11/2014,17,1117
8/11/2014,18,782
8/11/2014,19,439
8/11/2014,20,182
8/11/2014,21,106
8/11/2014,22,54
8/11/2014,23,54
8/12/2014,0,64
8/12/2014,1,167
8/12/2014,2,270
8/12/2014,3,446
8/12/2014,4,631
8/12/2014,5,858
8/12/2014,6,947
8/12/2014,7,1147
8/12/2014,8,360
8/12/2014,9,877
8/12/2014,10,1293
8/12/2014,11,1062
8/12/2014,12,1141
8/12/2014,13,1011
8/12/2014,14,1138
8/12/2014,15,1070
8/12/2014,16,1217
8/12/2014,17,1146
8/12/2014,18,819
8/12/2014,19,471
8/12/2014,20,234
8/12/2014,21,129
8/12/2014,22,52
8/12/2014,23,44
8/13/2014,0,69
8/13/2014,1,141
8/13/2014,2,274
8/13/2014,3,385
8/13/2014,4,506
8/13/2014,5,873
8/13/2014,6,1074
8/13/2014,7,1111
8/13/2014,8,1081
8/13/2014,9,1103
8/13/2014,10,1201
8/13/2014,11,1089
8/13/2014,12,1146
8/13/2014,13,1023
8/13/2014,14,1022
8/13/2014,15,1086
8/13/2014,16,1098
8/13/2014,17,972
8/13/2014,18,729
8/13/2014,19,393
8/13/2014,20,115
8/13/2014,21,70
8/13/2014,22,34
8/13/2014,23,32
8/14/2014,0,87
8/14/2014,1,141
8/14/2014,2,266
8/14/2014,3,416
8/14/2014,4,679
8/14/2014,5,880
8/14/2014,6,1142
8/14/2014,7,1151
8/14/2014,8,1075
8/14/2014,9,1129
8/14/2014,10,1196
8/14/2014,11,1060
8/14/2014,12,1012
8/14/2014,13,864
8/14/2014,14,846
8/14/2014,15,808
8/14/2014,16,853
8/14/2014,17,871
8/14/2014,18,698
8/14/2014,19,403
8/14/2014,20,203
8/14/2014,21,97
8/14/2014,22,52
8/14/2014,23,53
8/15/2014,0,53
8/15/2014,1,107
8/15/2014,2,254
8/15/2014,3,355
8/15/2014,4,580
8/15/2014,5,681
8/15/2014,6,875
8/15/2014,7,965
8/15/2014,8,828
8/15/2014,9,626
8/15/2014,10,1003
8/15/2014,11,898
8/15/2014,12,805
8/15/2014,13,802
8/15/2014,14,896
8/15/2014,15,843
8/15/2014,16,894
8/15/2014,17,804
8/15/2014,18,720
8/15/2014,19,437
8/15/2014,20,204
8/15/2014,21,117
8/15/2014,22,56
8/15/2014,23,47
8/16/2014,0,46
8/16/2014,1,103
8/16/2014,2,244
8/16/2014,3,391
8/16/2014,4,526
8/16/2014,5,821
8/16/2014,6,993
8/16/2014,7,1084
8/16/2014,8,1018
8/16/2014,9,1080
8/16/2014,10,935
8/16/2014,11,1003
8/16/2014,12,904
8/16/2014,13,922
8/16/2014,14,939
8/16/2014,15,1031
8/16/2014,16,939
8/16/2014,17,948
8/16/2014,18,653
8/16/2014,19,401
8/16/2014,20,199
8/16/2014,21,92
8/16/2014,22,45
8/16/2014,23,31
8/17/2014,0,49
8/17/2014,1,104
8/17/2014,2,233
8/17/2014,3,393
8/17/2014,4,573
8/17/2014,5,777
8/17/2014,6,930
8/17/2014,7,1044
8/17/2014,8,908
8/17/2014,9,870
8/17/2014,10,884
8/17/2014,11,811
8/17/2014,12,898
8/17/2014,13,829
8/17/2014,14,945
8/17/2014,15,973
8/17/2014,16,957
8/17/2014,17,895
8/17/2014,18,670
8/17/2014,19,425
8/17/2014,20,205
8/17/2014,21,105
8/17/2014,22,43
8/17/2014,23,36
8/18/2014,0,56
8/18/2014,1,82
8/18/2014,2,214
8/18/2014,3,327
8/18/2014,4,645
8/18/2014,5,828
8/18/2014,6,917
8/18/2014,7,1087
8/18/2014,8,1058
8/18/2014,9,1152
8/18/2014,10,1201
8/18/2014,11,953
8/18/2014,12,1112
8/18/2014,13,995
8/18/2014,14,972
8/18/2014,15,984
8/18/2014,16,1076
8/18/2014,17,1049
8/18/2014,18,774
8/18/2014,19,384
8/18/2014,20,210
8/18/2014,21,109
8/18/2014,22,69
8/18/2014,23,51
8/19/2014,0,61
8/19/2014,1,127
8/19/2014,2,263
8/19/2014,3,420
8/19/2014,4,608
8/19/2014,5,830
8/19/2014,6,1086
8/19/2014,7,1117
8/19/2014,8,1103
8/19/2014,9,1151
8/19/2014,10,1200
8/19/2014,11,1079
8/19/2014,12,1000
8/19/2014,13,965
8/19/2014,14,1048
8/19/2014,15,1035
8/19/2014,16,1149
8/19/2014,17,1109
8/19/2014,18,965
8/19/2014,19,461
8/19/2014,20,220
8/19/2014,21,105
8/19/2014,22,74
8/19/2014,23,44
8/20/2014,0,60
8/20/2014,1,142
8/20/2014,2,296
8/20/2014,3,399
8/20/2014,4,685
8/20/2014,5,931
8/20/2014,6,1120
8/20/2014,7,1128
8/20/2014,8,1076
8/20/2014,9,1057
8/20/2014,10,1148
8/20/2014,11,1154
8/20/2014,12,1082
8/20/2014,13,1036
8/20/2014,14,917
8/20/2014,15,1036
8/20/2014,16,1075
8/20/2014,17,1041
8/20/2014,18,829
8/20/2014,19,422
8/20/2014,20,254
8/20/2014,21,100
8/20/2014,22,57
8/20/2014,23,32
8/21/2014,0,54
8/21/2014,1,106
8/21/2014,2,197
8/21/2014,3,357
8/21/2014,4,564
8/21/2014,5,784
8/21/2014,6,944
8/21/2014,7,1056
8/21/2014,8,913
8/21/2014,9,972
8/21/2014,10,1000
8/21/2014,11,965
8/21/2014,12,890
8/21/2014,13,833
8/21/2014,14,852
8/21/2014,15,927
8/21/2014,16,1015
8/21/2014,17,1061
8/21/2014,18,777
8/21/2014,19,428
8/21/2014,20,220
8/21/2014,21,121
8/21/2014,22,62
8/21/2014,23,52
8/22/2014,0,55
8/22/2014,1,138
8/22/2014,2,275
8/22/2014,3,377
8/22/2014,4,606
8/22/2014,5,373
8/22/2014,6,1105
8/22/2014,7,1102
8/22/2014,8,1005
8/22/2014,9,1089
8/22/2014,10,1012
8/22/2014,11,1044
8/22/2014,12,1004
8/22/2014,13,913
8/22/2014,14,1006
8/22/2014,15,999
8/22/2014,16,1085
8/22/2014,17,988
8/22/2014,18,726
8/22/2014,19,439
8/22/2014,20,208
8/22/2014,21,122
8/22/2014,22,84
8/22/2014,23,44
8/23/2014,0,70
8/23/2014,1,138
8/23/2014,2,250
8/23/2014,3,408
8/23/2014,4,624
8/23/2014,5,963
8/23/2014,6,1105
8/23/2014,7,1260
8/23/2014,8,1182
8/23/2014,9,1115
8/23/2014,10,1206
8/23/2014,11,1126
8/23/2014,12,1054
8/23/2014,13,990
8/23/2014,14,968
8/23/2014,15,1016
8/23/2014,16,955
8/23/2014,17,1025
8/23/2014,18,693
8/23/2014,19,385
8/23/2014,20,206
8/23/2014,21,111
8/23/2014,22,54
8/23/2014,23,47
8/24/2014,0,44
8/24/2014,1,96
8/24/2014,2,235
8/24/2014,3,367
8/24/2014,4,666
8/24/2014,5,855
8/24/2014,6,1022
8/24/2014,7,1124
8/24/2014,8,1026
8/24/2014,9,1047
8/24/2014,10,903
8/24/2014,11,935
8/24/2014,12,883
8/24/2014,13,886
8/24/2014,14,1008
8/24/2014,15,989
8/24/2014,16,1020
8/24/2014,17,1026
8/24/2014,18,726
8/24/2014,19,435
8/24/2014,20,188
8/24/2014,21,96
8/24/2014,22,51
8/24/2014,23,40
8/25/2014,0,54
8/25/2014,1,141
8/25/2014,2,247
8/25/2014,3,408
8/25/2014,4,725
8/25/2014,5,920
8/25/2014,6,1092
8/25/2014,7,1104
8/25/2014,8,1146
8/25/2014,9,1143
8/25/2014,10,1202
8/25/2014,11,1130
8/25/2014,12,1147
8/25/2014,13,1012
8/25/2014,14,1093
8/25/2014,15,1159
8/25/2014,16,1288
8/25/2014,17,1131
8/25/2014,18,851
8/25/2014,19,450
8/25/2014,20,208
8/25/2014,21,119
8/25/2014,22,65
8/25/2014,23,50
8/26/2014,0,65
8/26/2014,1,169
8/26/2014,2,297
8/26/2014,3,458
8/26/2014,4,712
8/26/2014,5,988
8/26/2014,6,1130
8/26/2014,7,1144
8/26/2014,8,1109
8/26/2014,9,1237
8/26/2014,10,1176
8/26/2014,11,1179
8/26/2014,12,1202
8/26/2014,13,1037
8/26/2014,14,1232
8/26/2014,15,1181
8/26/2014,16,1385
8/26/2014,17,1268
8/26/2014,18,834
8/26/2014,19,498
8/26/2014,20,254
8/26/2014,21,135
8/26/2014,22,81
8/26/2014,23,45
8/27/2014,0,88
8/27/2014,1,167
8/27/2014,2,291
8/27/2014,3,490
8/27/2014,4,781
8/27/2014,5,1093
8/27/2014,6,1120
8/27/2014,7,1147
8/27/2014,8,1080
8/27/2014,9,1177
8/27/2014,10,1221
8/27/2014,11,1199
8/27/2014,12,2723
8/27/2014,13,2786
8/27/2014,14,2987
8/27/2014,15,3105
8/27/2014,16,3407
8/27/2014,17,3209
8/27/2014,18,2364
8/27/2014,19,1525
8/27/2014,20,782
8/27/2014,21,450
8/27/2014,22,216
8/27/2014,23,152
8/28/2014,0,253
8/28/2014,1,451
8/28/2014,2,789
8/28/2014,3,1384
8/28/2014,4,2082
8/28/2014,5,2782
8/28/2014,6,3296
8/28/2014,7,3242
8/28/2014,8,2541
8/28/2014,9,2702
8/28/2014,10,3353
8/28/2014,11,3411
8/28/2014,12,2889
8/28/2014,13,2868
8/28/2014,14,2814
8/28/2014,15,3038
8/28/2014,16,3180
8/28/2014,17,3259
8/28/2014,18,2458
8/28/2014,19,1278
8/28/2014,20,642
8/28/2014,21,445
8/28/2014,22,230
8/28/2014,23,193
8/29/2014,0,155
8/29/2014,1,178
8/29/2014,2,687
8/29/2014,3,1007
8/29/2014,4,1624
8/29/2014,5,2050
8/29/2014,6,2858
8/29/2014,7,3110
8/29/2014,8,2543
8/29/2014,9,2587
8/29/2014,10,2809
8/29/2014,11,2903
8/29/2014,12,2746
8/29/2014,13,2712
8/29/2014,14,2704
8/29/2014,15,2758
8/29/2014,16,2938
8/29/2014,17,2653
8/29/2014,18,2207
8/29/2014,19,1298
8/29/2014,20,714
8/29/2014,21,452
8/29/2014,22,239
8/29/2014,23,162
8/30/2014,0,174
8/30/2014,1,367
8/30/2014,2,788
8/30/2014,3,1185
8/30/2014,4,1831
8/30/2014,5,2599
8/30/2014,6,3027
8/30/2014,7,2973
8/30/2014,8,2523
8/30/2014,9,2659
8/30/2014,10,2972
8/30/2014,11,2865
8/30/2014,12,2667
8/30/2014,13,2708
8/30/2014,14,2635
8/30/2014,15,2716
8/30/2014,16,2682
8/30/2014,17,2814
8/30/2014,18,2235
8/30/2014,19,1339
8/30/2014,20,754
8/30/2014,21,466
8/30/2014,22,290
8/30/2014,23,161
8/31/2014,0,194
8/31/2014,1,354
8/31/2014,2,691
8/31/2014,3,1155
8/31/2014,4,1789
8/31/2014,5,2420
8/31/2014,6,2955
8/31/2014,7,3189
8/31/2014,8,2534
8/31/2014,9,2366
8/31/2014,10,2736
8/31/2014,11,2718
8/31/2014,12,2753
8/31/2014,13,2726
8/31/2014,14,2999
8/31/2014,15,3022
8/31/2014,16,3134
8/31/2014,17,2946
8/31/2014,18,2033
8/31/2014,19,1216
8/31/2014,20,625
8/31/2014,21,313
8/31/2014,22,205
8/31/2014,23,111
9/1/2014,0,149
9/1/2014,1,372
9/1/2014,2,635
9/1/2014,3,993
9/1/2014,4,1703
9/1/2014,5,2387
9/1/2014,6,3022
9/1/2014,7,2848
9/1/2014,8,2362
9/1/2014,9,2785
9/1/2014,10,2988
9/1/2014,11,3232
9/1/2014,12,2894
9/1/2014,13,2717
9/1/2014,14,2910
9/1/2014,15,3008
9/1/2014,16,3250
9/1/2014,17,3129
9/1/2014,18,2351
9/1/2014,19,1247
9/1/2014,20,738
9/1/2014,21,363
9/1/2014,22,224
9/1/2014,23,164
9/2/2014,0,237
9/2/2014,1,454
9/2/2014,2,775
9/2/2014,3,1359
9/2/2014,4,1976
9/2/2014,5,2774
9/2/2014,6,3214
9/2/2014,7,3546
9/2/2014,8,2574
9/2/2014,9,2823
9/2/2014,10,3176
9/2/2014,11,2943
9/2/2014,12,2639
9/2/2014,13,2401
9/2/2014,14,2597
9/2/2014,15,2559
9/2/2014,16,2747
9/2/2014,17,2641
9/2/2014,18,2036
9/2/2014,19,1276
9/2/2014,20,680
9/2/2014,21,350
9/2/2014,22,209
9/2/2014,23,155
9/3/2014,0,166
9/3/2014,1,423
9/3/2014,2,357
9/3/2014,3,383
9/3/2014,4,627
9/3/2014,5,870
9/3/2014,6,999
9/3/2014,7,946
9/3/2014,8,956
9/3/2014,9,987
9/3/2014,10,1136
9/3/2014,11,1080
9/3/2014,12,1022
9/3/2014,13,962
9/3/2014,14,1305
9/3/2014,15,3038
9/3/2014,16,2938
9/3/2014,17,1782
9/3/2014,18,1569
9/3/2014,19,1082
9/3/2014,20,667
9/3/2014,21,413
9/3/2014,22,222
9/3/2014,23,163
9/4/2014,0,277
9/4/2014,1,512
9/4/2014,2,790
9/4/2014,3,1334
9/4/2014,4,1945
9/4/2014,5,2693
9/4/2014,6,3081
9/4/2014,7,3099
9/4/2014,8,2527
9/4/2014,9,2576
9/4/2014,10,3495
9/4/2014,11,3323
9/4/2014,12,2970
9/4/2014,13,2650
9/4/2014,14,3025
9/4/2014,15,2994
9/4/2014,16,2953
9/4/2014,17,2967
9/4/2014,18,2321
9/4/2014,19,1236
9/4/2014,20,771
9/4/2014,21,374
9/4/2014,22,253
9/4/2014,23,126
9/5/2014,0,213
9/5/2014,1,461
9/5/2014,2,728
9/5/2014,3,1178
9/5/2014,4,1783
9/5/2014,5,2333
9/5/2014,6,2842
9/5/2014,7,2966
9/5/2014,8,2254
9/5/2014,9,2395
9/5/2014,10,2960
9/5/2014,11,2822
9/5/2014,12,2628
9/5/2014,13,2242
9/5/2014,14,2471
9/5/2014,15,2456
9/5/2014,16,2513
9/5/2014,17,2569
9/5/2014,18,2064
9/5/2014,19,1157
9/5/2014,20,673
9/5/2014,21,409
9/5/2014,22,185
9/5/2014,23,164
9/6/2014,0,209
9/6/2014,1,382
9/6/2014,2,714
9/6/2014,3,1068
9/6/2014,4,1592
9/6/2014,5,2251
9/6/2014,6,2686
9/6/2014,7,2829
9/6/2014,8,2419
9/6/2014,9,2446
9/6/2014,10,2681
9/6/2014,11,2917
9/6/2014,12,2441
9/6/2014,13,2346
9/6/2014,14,2546
9/6/2014,15,2517
9/6/2014,16,2396
9/6/2014,17,2407
9/6/2014,18,2018
9/6/2014,19,1411
9/6/2014,20,768
9/6/2014,21,384
9/6/2014,22,226
9/6/2014,23,163
9/7/2014,0,142
9/7/2014,1,344
9/7/2014,2,608
9/7/2014,3,1019
9/7/2014,4,1680
9/7/2014,5,2165
9/7/2014,6,2619
9/7/2014,7,2796
9/7/2014,8,2304
9/7/2014,9,2179
9/7/2014,10,2616
9/7/2014,11,2633
9/7/2014,12,2534
9/7/2014,13,2698
9/7/2014,14,2892
9/7/2014,15,2791
9/7/2014,16,2648
9/7/2014,17,2726
9/7/2014,18,2192
9/7/2014,19,1358
9/7/2014,20,691
9/7/2014,21,395
9/7/2014,22,203
9/7/2014,23,84
9/8/2014,0,184
9/8/2014,1,355
9/8/2014,2,643
9/8/2014,3,1124
9/8/2014,4,1561
9/8/2014,5,2370
9/8/2014,6,2556
9/8/2014,7,1092
9/8/2014,8,1054
9/8/2014,9,1078
9/8/2014,10,1130
9/8/2014,11,1140
9/8/2014,12,1051
9/8/2014,13,974
9/8/2014,14,1064
9/8/2014,15,1067
9/8/2014,16,1098
9/8/2014,17,996
9/8/2014,18,730
9/8/2014,19,395
9/8/2014,20,190
9/8/2014,21,112
9/8/2014,22,68
9/8/2014,23,49
9/9/2014,0,63
9/9/2014,1,137
9/9/2014,2,234
9/9/2014,3,441
9/9/2014,4,1360
9/9/2014,5,2379
9/9/2014,6,3003
9/9/2014,7,3098
9/9/2014,8,2890
9/9/2014,9,3269
9/9/2014,10,3332
9/9/2014,11,3210
9/9/2014,12,2817
9/9/2014,13,2749
9/9/2014,14,2742
9/9/2014,15,3082
9/9/2014,16,3170
9/9/2014,17,3044
9/9/2014,18,2292
9/9/2014,19,1266
9/9/2014,20,687
9/9/2014,21,464
9/9/2014,22,266
9/9/2014,23,136
9/10/2014,0,201
9/10/2014,1,520
9/10/2014,2,805
9/10/2014,3,1191
9/10/2014,4,1905
9/10/2014,5,2547
9/10/2014,6,3245
9/10/2014,7,3238
9/10/2014,8,2970
9/10/2014,9,3114
9/10/2014,10,3110
9/10/2014,11,3197
9/10/2014,12,2901
9/10/2014,13,2482
9/10/2014,14,2958
9/10/2014,15,2879
9/10/2014,16,2948
9/10/2014,17,2970
9/10/2014,18,2201
9/10/2014,19,1423
9/10/2014,20,694
9/10/2014,21,373
9/10/2014,22,245
9/10/2014,23,160
9/11/2014,0,249
9/11/2014,1,452
9/11/2014,2,761
9/11/2014,3,1337
9/11/2014,4,1793
9/11/2014,5,2614
9/11/2014,6,3037
9/11/2014,7,3278
9/11/2014,8,3207
9/11/2014,9,3695
9/11/2014,10,3491
9/11/2014,11,3490
9/11/2014,12,3055
9/11/2014,13,2770
9/11/2014,14,2901
9/11/2014,15,3011
9/11/2014,16,3125
9/11/2014,17,3098
9/11/2014,18,2317
9/11/2014,19,1342
9/11/2014,20,658
9/11/2014,21,379
9/11/2014,22,206
9/11/2014,23,203
9/12/2014,0,245
9/12/2014,1,396
9/12/2014,2,869
9/12/2014,3,1369
9/12/2014,4,1941
9/12/2014,5,2204
9/12/2014,6,3310
9/12/2014,7,3180
9/12/2014,8,2926
9/12/2014,9,3258
9/12/2014,10,3207
9/12/2014,11,3391
9/12/2014,12,3186
9/12/2014,13,2772
9/12/2014,14,3022
9/12/2014,15,2903
9/12/2014,16,3211
9/12/2014,17,2993
9/12/2014,18,2484
9/12/2014,19,1423
9/12/2014,20,770
9/12/2014,21,384
9/12/2014,22,294
9/12/2014,23,200
9/13/2014,0,214
9/13/2014,1,394
9/13/2014,2,815
9/13/2014,3,1324
9/13/2014,4,1965
9/13/2014,5,2642
9/13/2014,6,3106
9/13/2014,7,3189
9/13/2014,8,3080
9/13/2014,9,3286
9/13/2014,10,3296
9/13/2014,11,3066
9/13/2014,12,2743
9/13/2014,13,2828
9/13/2014,14,2957
9/13/2014,15,2809
9/13/2014,16,2942
9/13/2014,17,2806
9/13/2014,18,2088
9/13/2014,19,1585
9/13/2014,20,930
9/13/2014,21,443
9/13/2014,22,327
9/13/2014,23,200
